Cn,Ch,Zy,Py
03983,給,(二)ㄍㄟˇ,(二)gěi
03984,咎,(二)ㄍㄠ,(二)gāo
03985,櫜,ㄍㄠ,gāo
03986,鼛,ㄍㄠ,gāo
03987,羔,ㄍㄠ,gāo
03988,糕,ㄍㄠ,gāo
03989,高,ㄍㄠ,gāo
03990,膏,(一)ㄍㄠ,(一)gāo
03991,篙,ㄍㄠ,gāo
03992,皋,ㄍㄠ,gāo
03993,槔,ㄍㄠ,gāo
03994,韟,ㄍㄠ,gāo
03995,睪,(二)ㄍㄠ,(二)gāo
03996,睾,ㄍㄠ,gāo
03997,杲,ㄍㄠˇ,gǎo
03998,搞,ㄍㄠˇ,gǎo
03999,槁,ㄍㄠˇ,gǎo
04000,暠,ㄍㄠˇ,gǎo
04001,稿,ㄍㄠˇ,gǎo
04002,縞,ㄍㄠˇ,gǎo
04003,鎬,(二)ㄍㄠˇ,(二)gǎo
04004,攪,(二)ㄍㄠˇ,(二)gǎo
04005,告,(一)ㄍㄠˋ,(一)gào
04006,郜,ㄍㄠˋ,gào
04007,誥,ㄍㄠˋ,gào
04008,鋯,ㄍㄠˋ,gào
04009,膏,(二)ㄍㄠˋ,(二)gào
04010,勾,(一)ㄍㄡ,(一)gōu
04011,构,ㄍㄡ,gōu
04012,句,(二)ㄍㄡ,(二)gōu
04013,枸,(三)ㄍㄡ,(三)gōu
04014,袧,ㄍㄡ,gōu
04015,鉤,ㄍㄡ,gōu
04016,區,(三)ㄍㄡ,(三)gōu
04017,溝,ㄍㄡ,gōu
04018,篝,ㄍㄡ,gōu
04019,韝,ㄍㄡ,gōu
04020,緱,ㄍㄡ,gōu
04021,岣,ㄍㄡˇ,gǒu
04022,狗,ㄍㄡˇ,gǒu
04023,耇,ㄍㄡˇ,gǒu
04024,枸,(一)ㄍㄡˇ,(一)gǒu
04025,苟,ㄍㄡˇ,gǒu
04026,笱,ㄍㄡˇ,gǒu
04027,茩,ㄍㄡˇ,gǒu
04028,勾,(二)ㄍㄡˋ,(二)gòu
04029,句,(三)ㄍㄡˋ,(三)gòu
04030,夠,ㄍㄡˋ,gòu
04031,雊,ㄍㄡˋ,gòu
04032,垢,ㄍㄡˋ,gòu
04033,姤,ㄍㄡˋ,gòu
04034,逅,(二)（又音）ㄍㄡˋ,(二)（又音）gòu
04035,詬,ㄍㄡˋ,gòu
04036,冓,ㄍㄡˋ,gòu
04037,搆,ㄍㄡˋ,gòu
04038,媾,ㄍㄡˋ,gòu
04039,遘,ㄍㄡˋ,gòu
04040,構,ㄍㄡˋ,gòu
04041,覯,ㄍㄡˋ,gòu
04042,購,ㄍㄡˋ,gòu
04043,彀,ㄍㄡˋ,gòu
04044,干,ㄍㄢ,gān
04045,玕,ㄍㄢ,gān
04046,杆,ㄍㄢ,gān
04047,肝,ㄍㄢ,gān
04048,矸,ㄍㄢ,gān
04049,虷,(二)ㄍㄢ,(二)gān
04050,竿,ㄍㄢ,gān
04051,酐,ㄍㄢ,gān
04052,甘,ㄍㄢ,gān
04053,泔,ㄍㄢ,gān
04054,坩,ㄍㄢ,gān
04055,柑,(一)ㄍㄢ,(一)gān
04056,苷,ㄍㄢ,gān
04057,疳,ㄍㄢ,gān
04058,乾,(二)ㄍㄢ,(二)gān
04059,尷,(一)ㄍㄢ,(一)gān
04060,皯,ㄍㄢˇ,gǎn
04061,桿,ㄍㄢˇ,gǎn
04062,稈,ㄍㄢˇ,gǎn
04063,趕,ㄍㄢˇ,gǎn
04064,敢,ㄍㄢˇ,gǎn
04065,澉,ㄍㄢˇ,gǎn
04066,撖,ㄍㄢˇ,gǎn
04067,橄,ㄍㄢˇ,gǎn
04068,感,(一)ㄍㄢˇ,(一)gǎn
04069,擀,ㄍㄢˇ,gǎn
04070,簳,ㄍㄢˇ,gǎn
04071,旰,ㄍㄢˋ,gàn
04072,骭,ㄍㄢˋ,gàn
04073,倝,ㄍㄢˋ,gàn
04074,幹,(一)ㄍㄢˋ,(一)gàn
04075,榦,(一)ㄍㄢˋ,(一)gàn
04076,淦,ㄍㄢˋ,gàn
04077,紺,ㄍㄢˋ,gàn
04078,贛,(一)ㄍㄢˋ,(一)gàn
04079,灨,ㄍㄢˋ,gàn
04080,根,ㄍㄣ,gēn
04081,跟,ㄍㄣ,gēn
04082,哏,(一)ㄍㄣˊ,(一)gén
04083,艮,(二)ㄍㄣˇ,(二)gěn
04084,亙,(一)ㄍㄣˋ,(一)gèn
04085,艮,(一)ㄍㄣˋ,(一)gèn
04086,茛,ㄍㄣˋ,gèn
04087,亢,(二)ㄍㄤ,(二)gāng
04088,笐,ㄍㄤ,gāng
04089,扛,(一)ㄍㄤ,(一)gāng
04090,杠,(一)ㄍㄤ,(一)gāng
04091,肛,ㄍㄤ,gāng
04092,缸,ㄍㄤ,gāng
04093,釭,ㄍㄤ,gāng
04094,岡,(一)ㄍㄤ,(一)gāng
04095,剛,ㄍㄤ,gāng
04096,掆,ㄍㄤ,gāng
04097,崗,(一)ㄍㄤ,(一)gāng
04098,犅,ㄍㄤ,gāng
04099,綱,ㄍㄤ,gāng
04100,鋼,(一)ㄍㄤ,(一)gāng
04101,罡,ㄍㄤ,gāng
04102,堽,ㄍㄤ,gāng
04103,韁,(二)（又音）ㄍㄤ,(二)（又音）gāng
04104,岡,(二)（又音）ㄍㄤˇ,(二)（又音）gǎng
04105,崗,(二)ㄍㄤˇ,(二)gǎng
04106,港,ㄍㄤˇ,gǎng
04107,杠,(二)ㄍㄤˋ,(二)gàng
04108,槓,ㄍㄤˋ,gàng
04109,鋼,(二)ㄍㄤˋ,(二)gàng
04110,戇,(二)（又音）ㄍㄤˋ,(二)（又音）gàng
04111,更,(一)ㄍㄥ,(一)gēng
04112,粳,(一)（讀音）ㄍㄥ,(一)（讀音）gēng
04113,庚,ㄍㄥ,gēng
04114,焿,ㄍㄥ,gēng
04115,賡,ㄍㄥ,gēng
04116,鶊,ㄍㄥ,gēng
04117,耕,(一)（讀音）ㄍㄥ,(一)（讀音）gēng
04118,緪,ㄍㄥ,gēng
04119,羹,(一)ㄍㄥ,(一)gēng
04120,埂,ㄍㄥˇ,gěng
04121,郠,ㄍㄥˇ,gěng
04122,哽,ㄍㄥˇ,gěng
04123,梗,ㄍㄥˇ,gěng
04124,綆,ㄍㄥˇ,gěng
04125,骾,ㄍㄥˇ,gěng
04126,鯁,ㄍㄥˇ,gěng
04127,耿,ㄍㄥˇ,gěng
04128,頸,(二)ㄍㄥˇ,(二)gěng
04129,亙,(二)（又音）ㄍㄥˋ,(二)（又音）gèng
04130,堩,ㄍㄥˋ,gèng
04131,更,(三)ㄍㄥˋ,(三)gèng
04132,夃,ㄍㄨ,gū
04133,估,(一)ㄍㄨ,(一)gū
04134,沽,ㄍㄨ,gū
04135,咕,ㄍㄨ,gū
04136,姑,ㄍㄨ,gū
04137,蛄,ㄍㄨ,gū
04138,酤,ㄍㄨ,gū
04139,菇,ㄍㄨ,gū
04140,鈷,(二)ㄍㄨ,(二)gū
04141,鴣,ㄍㄨ,gū
04142,呱,(二)（讀音）ㄍㄨ,(二)（讀音）gū
04143,孤,ㄍㄨ,gū
04144,柧,ㄍㄨ,gū
04145,罛,ㄍㄨ,gū
04146,軱,ㄍㄨ,gū
04147,菰,ㄍㄨ,gū
04148,觚,ㄍㄨ,gū
04149,家,(二)ㄍㄨ,(二)gū
04150,骨,(二)ㄍㄨ,(二)gū
04151,辜,ㄍㄨ,gū
04152,箍,ㄍㄨ,gū
04153,轂,(二)ㄍㄨ,(二)gū
04154,骨,(三)ㄍㄨˊ,(三)gú
04155,古,ㄍㄨˇ,gǔ
04156,估,(二)（又音）ㄍㄨˇ,(二)（又音）gǔ
04157,牯,ㄍㄨˇ,gǔ
04158,罟,ㄍㄨˇ,gǔ
04159,詁,ㄍㄨˇ,gǔ
04160,鈷,(一)ㄍㄨˇ,(一)gǔ
04161,嘏,(一)ㄍㄨˇ,(一)gǔ
04162,&4007_.png;,ㄍㄨˇ,gǔ
04163,盬,ㄍㄨˇ,gǔ
04164,凸,(四)ㄍㄨˇ,(四)gǔ
04165,&8f51._104_0.gif;,ㄍㄨˇ,gǔ
04166,汩,(一)ㄍㄨˇ,(一)gǔ
04167,谷,(一)ㄍㄨˇ,(一)gǔ
04168,股,ㄍㄨˇ,gǔ
04169,羖,ㄍㄨˇ,gǔ
04170,骨,(一)ㄍㄨˇ,(一)gǔ
04171,滑,(二)ㄍㄨˇ,(二)gǔ
04172,榾,ㄍㄨˇ,gǔ
04173,餶,ㄍㄨˇ,gǔ
04174,鶻,(一)ㄍㄨˇ,(一)gǔ
04175,淈,ㄍㄨˇ,gǔ
04176,鼓,ㄍㄨˇ,gǔ
04177,臌,ㄍㄨˇ,gǔ
04178,瞽,ㄍㄨˇ,gǔ
04179,賈,(二)ㄍㄨˇ,(二)gǔ
04180,榖,ㄍㄨˇ,gǔ
04181,穀,ㄍㄨˇ,gǔ
04182,轂,(一)ㄍㄨˇ,(一)gǔ
04183,鵠,(二)ㄍㄨˇ,(二)gǔ
04184,蠱,ㄍㄨˇ,gǔ
04185,告,(二)ㄍㄨˋ,(二)gù
04186,梏,ㄍㄨˋ,gù
04187,牿,ㄍㄨˋ,gù
04188,估,(三)ㄍㄨˋ,(三)gù
04189,固,ㄍㄨˋ,gù
04190,故,ㄍㄨˋ,gù
04191,崮,ㄍㄨˋ,gù
04192,痼,ㄍㄨˋ,gù
04193,錮,ㄍㄨˋ,gù
04194,雇,ㄍㄨˋ,gù
04195,僱,ㄍㄨˋ,gù
04196,顧,ㄍㄨˋ,gù
04197,瓜,ㄍㄨㄚ,guā
04198,呱,(三)ㄍㄨㄚ,(三)guā
04199,刮,ㄍㄨㄚ,guā
04200,括,(一)ㄍㄨㄚ,(一)guā
04201,栝,ㄍㄨㄚ,guā
04202,䒷,ㄍㄨㄚ,guā
04203,适,(一)ㄍㄨㄚ,(一)guā
04204,聒,ㄍㄨㄚ,guā
04205,筈,ㄍㄨㄚ,guā
04206,颳,ㄍㄨㄚ,guā
04207,鴰,ㄍㄨㄚ,guā
04208,蝸,ㄍㄨㄚ,guā
04209,緺,ㄍㄨㄚ,guā
04210,騧,ㄍㄨㄚ,guā
04211,劀,ㄍㄨㄚ,guā
04212,剮,ㄍㄨㄚˇ,guǎ
04213,寡,ㄍㄨㄚˇ,guǎ
04214,卦,ㄍㄨㄚˋ,guà
04215,挂,ㄍㄨㄚˋ,guà
04216,掛,ㄍㄨㄚˋ,guà
04217,罣,ㄍㄨㄚˋ,guà
04218,絓,ㄍㄨㄚˋ,guà
04219,詿,ㄍㄨㄚˋ,guà
04220,罫,(二)ㄍㄨㄚˋ,(二)guà
04221,褂,ㄍㄨㄚˋ,guà
04222,郭,ㄍㄨㄛ,guō
04223,崞,ㄍㄨㄛ,guō
04224,渦,(二)ㄍㄨㄛ,(二)guō
04225,堝,ㄍㄨㄛ,guō
04226,過,(二)ㄍㄨㄛ,(二)guō
04227,鍋,ㄍㄨㄛ,guō
04228,嘓,ㄍㄨㄛ,guō
04229,蟈,ㄍㄨㄛ,guō
04230,國,ㄍㄨㄛˊ,guó
04231,聝,ㄍㄨㄛˊ,guó
04232,摑,ㄍㄨㄛˊ,guó
04233,幗,ㄍㄨㄛˊ,guó
04234,馘,(一)ㄍㄨㄛˊ,(一)guó
04235,虢,ㄍㄨㄛˊ,guó
04236,㶁,ㄍㄨㄛˊ,guó
04237,果,ㄍㄨㄛˇ,guǒ
04238,猓,ㄍㄨㄛˇ,guǒ
04239,粿,ㄍㄨㄛˇ,guǒ
04240,裹,ㄍㄨㄛˇ,guǒ
04241,蜾,ㄍㄨㄛˇ,guǒ
04242,輠,ㄍㄨㄛˇ,guǒ
04243,餜,ㄍㄨㄛˇ,guǒ
04244,槨,ㄍㄨㄛˇ,guǒ
04245,過,(一)ㄍㄨㄛˋ,(一)guò
04246,乖,ㄍㄨㄞ,guāi
04247,&8f62._104_0.gif;,ㄍㄨㄞ,guāi
04248,&8f63._104_0.gif;,ㄍㄨㄞˇ,guǎi
04249,拐,ㄍㄨㄞˇ,guǎi
04250,枴,ㄍㄨㄞˇ,guǎi
04251,巜,(一)ㄍㄨㄞˋ,(一)guài
04252,夬,ㄍㄨㄞˋ,guài
04253,怪,ㄍㄨㄞˋ,guài
04254,壞,(二)ㄍㄨㄞˋ,(二)guài
04255,圭,ㄍㄨㄟ,guī
04256,洼,(二)ㄍㄨㄟ,(二)guī
04257,邽,ㄍㄨㄟ,guī
04258,珪,ㄍㄨㄟ,guī
04259,窐,(一)ㄍㄨㄟ,(一)guī
04260,硅,ㄍㄨㄟ,guī
04261,閨,ㄍㄨㄟ,guī
04262,鮭,(一)ㄍㄨㄟ,(一)guī
04263,皈,ㄍㄨㄟ,guī
04264,規,ㄍㄨㄟ,guī
04265,槻,ㄍㄨㄟ,guī
04266,溈,ㄍㄨㄟ,guī
04267,媯,ㄍㄨㄟ,guī
04268,傀,(二)ㄍㄨㄟ,(二)guī
04269,瑰,ㄍㄨㄟ,guī
04271,歸,(一)ㄍㄨㄟ,(一)guī
04272,氿,ㄍㄨㄟˇ,guǐ
04273,宄,ㄍㄨㄟˇ,guǐ
04274,軌,ㄍㄨㄟˇ,guǐ
04275,匭,ㄍㄨㄟˇ,guǐ
04276,庋,(二)（又音）ㄍㄨㄟˇ,(二)（又音）guǐ
04277,庪,ㄍㄨㄟˇ,guǐ
04278,佹,ㄍㄨㄟˇ,guǐ
04279,恑,ㄍㄨㄟˇ,guǐ
04280,垝,ㄍㄨㄟˇ,guǐ
04281,姽,ㄍㄨㄟˇ,guǐ
04282,詭,ㄍㄨㄟˇ,guǐ
04283,觤,ㄍㄨㄟˇ,guǐ
04284,癸,ㄍㄨㄟˇ,guǐ
04285,湀,ㄍㄨㄟˇ,guǐ
04286,鬼,ㄍㄨㄟˇ,guǐ
04287,晷,ㄍㄨㄟˇ,guǐ
04288,簋,ㄍㄨㄟˇ,guǐ
04289,炔,(一)ㄍㄨㄟˋ,(一)guì
04290,炅,(二)ㄍㄨㄟˋ,(二)guì
04291,桂,ㄍㄨㄟˋ,guì
04292,貴,ㄍㄨㄟˋ,guì
04293,匱,(二)ㄍㄨㄟˋ,(二)guì
04294,櫃,ㄍㄨㄟˋ,guì
04295,瞶,(一)ㄍㄨㄟˋ,(一)guì
04296,鞼,ㄍㄨㄟˋ,guì
04297,跪,ㄍㄨㄟˋ,guì
04298,會,(四)ㄍㄨㄟˋ,(四)guì
04299,劊,(二)（又音）ㄍㄨㄟˋ,(二)（又音）guì
04300,檜,(二)（又音）ㄍㄨㄟˋ,(二)（又音）guì
04301,禬,ㄍㄨㄟˋ,guì
04302,襘,ㄍㄨㄟˋ,guì
04303,劌,ㄍㄨㄟˋ,guì
04304,嶡,(一)ㄍㄨㄟˋ,(一)guì
04305,鱖,(一)ㄍㄨㄟˋ,(一)guì
04306,官,ㄍㄨㄢ,guān
04307,倌,ㄍㄨㄢ,guān
04308,棺,ㄍㄨㄢ,guān
04309,冠,(一)ㄍㄨㄢ,(一)guān
04310,矜,(二)ㄍㄨㄢ,(二)guān
04311,莞,(三)ㄍㄨㄢ,(三)guān
04312,綸,(二)ㄍㄨㄢ,(二)guān
04313,瘝,ㄍㄨㄢ,guān
04314,鰥,ㄍㄨㄢ,guān
04315,關,ㄍㄨㄢ,guān
04316,觀,(一)ㄍㄨㄢ,(一)guān
04317,鱞,ㄍㄨㄢ,guān
04318,莞,(二)ㄍㄨㄢˇ,(二)guǎn
04319,脘,(二)（讀音）ㄍㄨㄢˇ,(二)（讀音）guǎn
04320,筦,ㄍㄨㄢˇ,guǎn
04321,琯,ㄍㄨㄢˇ,guǎn
04322,痯,ㄍㄨㄢˇ,guǎn
04323,管,ㄍㄨㄢˇ,guǎn
04324,錧,ㄍㄨㄢˇ,guǎn
04325,館,ㄍㄨㄢˇ,guǎn
04326,斡,(二)ㄍㄨㄢˇ,(二)guǎn
04327,毌,ㄍㄨㄢˋ,guàn
04328,貫,ㄍㄨㄢˋ,guàn
04329,慣,ㄍㄨㄢˋ,guàn
04330,摜,ㄍㄨㄢˋ,guàn
04331,丱,ㄍㄨㄢˋ,guàn
04332,冠,(二)ㄍㄨㄢˋ,(二)guàn
04333,涫,ㄍㄨㄢˋ,guàn
04334,祼,ㄍㄨㄢˋ,guàn
04335,盥,ㄍㄨㄢˋ,guàn
04336,灌,ㄍㄨㄢˋ,guàn
04337,爟,ㄍㄨㄢˋ,guàn
04338,瓘,ㄍㄨㄢˋ,guàn
04339,矔,ㄍㄨㄢˋ,guàn
04340,罐,ㄍㄨㄢˋ,guàn
04341,觀,(二)ㄍㄨㄢˋ,(二)guàn
04342,鑵,ㄍㄨㄢˋ,guàn
04343,鸛,ㄍㄨㄢˋ,guàn
04344,丨,ㄍㄨㄣˇ,gǔn
04345,混,(二)ㄍㄨㄣˇ,(二)gǔn
04346,緄,ㄍㄨㄣˇ,gǔn
04347,輥,ㄍㄨㄣˇ,gǔn
04348,袞,ㄍㄨㄣˇ,gǔn
04349,滾,ㄍㄨㄣˇ,gǔn
04350,蔉,ㄍㄨㄣˇ,gǔn
04351,渾,(三)ㄍㄨㄣˇ,(三)gǔn
04352,鯀,ㄍㄨㄣˇ,gǔn
04353,棍,ㄍㄨㄣˋ,gùn
04354,光,ㄍㄨㄤ,guāng
04355,侊,ㄍㄨㄤ,guāng
04356,洸,(一)ㄍㄨㄤ,(一)guāng
04357,桄,(一)ㄍㄨㄤ,(一)guāng
04358,茪,ㄍㄨㄤ,guāng
04359,胱,ㄍㄨㄤ,guāng
04360,銧,ㄍㄨㄤ,guāng
04361,迋,(二)ㄍㄨㄤˇ,(二)guǎng
04362,廣,ㄍㄨㄤˇ,guǎng
04363,鄺,(二)（又音）ㄍㄨㄤˇ,(二)（又音）guǎng
04364,獷,ㄍㄨㄤˇ,guǎng
04365,桄,(二)ㄍㄨㄤˋ,(二)guàng
04366,逛,ㄍㄨㄤˋ,guàng
04367,工,ㄍㄨㄥ,gōng
04368,功,ㄍㄨㄥ,gōng
04369,攻,ㄍㄨㄥ,gōng
04370,紅,(二)ㄍㄨㄥ,(二)gōng
04371,弓,ㄍㄨㄥ,gōng
04372,躬,ㄍㄨㄥ,gōng
04373,公,ㄍㄨㄥ,gōng
04374,蚣,ㄍㄨㄥ,gōng
04375,共,(二)ㄍㄨㄥ,(二)gōng
04376,供,(一)ㄍㄨㄥ,(一)gōng
04377,龔,ㄍㄨㄥ,gōng
04378,肱,ㄍㄨㄥ,gōng
04379,宮,ㄍㄨㄥ,gōng
04380,恭,ㄍㄨㄥ,gōng
04381,塨,ㄍㄨㄥ,gōng
04382,觥,ㄍㄨㄥ,gōng
04383,廾,ㄍㄨㄥˇ,gǒng
04384,共,(三)ㄍㄨㄥˇ,(三)gǒng
04385,拱,ㄍㄨㄥˇ,gǒng
04386,珙,ㄍㄨㄥˇ,gǒng
04387,拲,ㄍㄨㄥˇ,gǒng
04388,栱,ㄍㄨㄥˇ,gǒng
04389,蛬,ㄍㄨㄥˇ,gǒng
04390,汞,ㄍㄨㄥˇ,gǒng
04391,鞏,ㄍㄨㄥˇ,gǒng
04392,礦,(二)（又音）ㄍㄨㄥˇ,(二)（又音）gǒng
04393,共,(一)ㄍㄨㄥˋ,(一)gòng
04394,供,(二)ㄍㄨㄥˋ,(二)gòng
04395,貢,ㄍㄨㄥˋ,gòng
04396,贛,(二)ㄍㄨㄥˋ,(二)gòng
04397,咖,ㄎㄚ,kā
04398,哈,(三)ㄎㄚ,(三)kā
04399,喀,(二)ㄎㄚ,(二)kā
04400,卡,(一)ㄎㄚˇ,(一)kǎ
04401,佧,ㄎㄚˇ,kǎ
04402,鉲,ㄎㄚˇ,kǎ
04403,咳,(二)ㄎㄚˇ,(二)kǎ
04404,咯,(五)（又音）ㄎㄚˇ,(五)（又音）kǎ
04405,喀,(一)ㄎㄚˋ,(一)kà
04406,髂,ㄎㄚˋ,kà
04407,刻,(二)ㄎㄜ,(二)kē
04408,頦,(二)（語音）ㄎㄜ,(二)（語音）kē
04409,珂,ㄎㄜ,kē
04410,柯,ㄎㄜ,kē
04411,苛,(一)ㄎㄜ,(一)kē
04412,砢,(二)ㄎㄜ,(二)kē
04413,蚵,(一)ㄎㄜ,(一)kē
04414,軻,ㄎㄜ,kē
04415,痾,(二)（又音）ㄎㄜ,(二)（又音）kē
04416,鈳,ㄎㄜ,kē
04417,科,ㄎㄜ,kē
04418,蝌,ㄎㄜ,kē
04419,趷,(一)ㄎㄜ,(一)kē
04420,棵,ㄎㄜ,kē
04421,窠,ㄎㄜ,kē
04422,稞,ㄎㄜ,kē
04423,顆,(一)ㄎㄜ,(一)kē
04424,髁,ㄎㄜ,kē
04425,搕,ㄎㄜ,kē
04426,磕,ㄎㄜ,kē
04427,瞌,ㄎㄜ,kē
04428,薖,ㄎㄜ,kē
04429,咳,(一)ㄎㄜˊ,(一)ké
04430,欬,(二)（語音）ㄎㄜˊ,(二)（語音）ké
04431,頦,(三)ㄎㄜˊ,(三)ké
04432,揢,ㄎㄜˊ,ké
04433,殼,(一)ㄎㄜˊ,(一)ké
04434,可,(一)ㄎㄜˇ,(一)kě
04435,坷,ㄎㄜˇ,kě
04436,岢,ㄎㄜˇ,kě
04437,哿,(一)ㄎㄜˇ,(一)kě
04438,堁,ㄎㄜˇ,kě
04439,顆,(二)ㄎㄜˇ,(二)kě
04440,渴,(一)ㄎㄜˇ,(一)kě
04441,可,(二)ㄎㄜˋ,(二)kè
04442,克,ㄎㄜˋ,kè
04443,剋,ㄎㄜˋ,kè
04444,氪,ㄎㄜˋ,kè
04445,刻,(一)ㄎㄜˋ,(一)kè
04446,客,ㄎㄜˋ,kè
04447,恪,(一)ㄎㄜˋ,(一)kè
04448,喀,(三)ㄎㄜˋ,(三)kè
04449,溘,ㄎㄜˋ,kè
04450,嗑,(二)ㄎㄜˋ,(二)kè
04451,榼,ㄎㄜˋ,kè
04452,課,ㄎㄜˋ,kè
04453,錁,ㄎㄜˋ,kè
04454,騍,ㄎㄜˋ,kè
04455,緙,ㄎㄜˋ,kè
04456,揩,ㄎㄞ,kāi
04457,開,ㄎㄞ,kāi
04458,&8fa3._104_0.gif;,ㄎㄞ,kāi
04459,豈,(二)ㄎㄞˇ,(二)kǎi
04460,剴,ㄎㄞˇ,kǎi
04461,凱,ㄎㄞˇ,kǎi
04462,愷,ㄎㄞˇ,kǎi
04463,塏,ㄎㄞˇ,kǎi
04464,闓,ㄎㄞˇ,kǎi
04465,鎧,ㄎㄞˇ,kǎi
04466,慨,(一)ㄎㄞˇ,(一)kǎi
04467,&8fa6._104_0.gif;,(一)ㄎㄞˇ,(一)kǎi
04468,楷,ㄎㄞˇ,kǎi
04469,鍇,ㄎㄞˇ,kǎi
04470,欬,(一)（讀音）ㄎㄞˋ,(一)（讀音）kài
04471,愒,(二)ㄎㄞˋ,(二)kài
04472,慨,(二)（又音）ㄎㄞˋ,(二)（又音）kài
04473,&8fa6._104_0.gif;,(二)（又音）ㄎㄞˋ,(二)（又音）kài
04474,愾,(一)ㄎㄞˋ,(一)kài
04475,尻,ㄎㄠ,kāo
04476,訄,(二)ㄎㄠ,(二)kāo
04477,丂,ㄎㄠˇ,kǎo
04478,攷,ㄎㄠˇ,kǎo
04479,考,ㄎㄠˇ,kǎo
04480,拷,ㄎㄠˇ,kǎo
04481,烤,ㄎㄠˇ,kǎo
04482,栲,ㄎㄠˇ,kǎo
04483,熇,(二)ㄎㄠˇ,(二)kǎo
04484,犒,ㄎㄠˋ,kào
04485,銬,ㄎㄠˋ,kào
04486,靠,ㄎㄠˋ,kào
04487,摳,ㄎㄡ,kōu
04488,彄,ㄎㄡ,kōu
04489,瞘,ㄎㄡ,kōu
04490,口,ㄎㄡˇ,kǒu
04491,叩,ㄎㄡˋ,kòu
04492,扣,ㄎㄡˋ,kòu
04493,釦,ㄎㄡˋ,kòu
04494,佝,ㄎㄡˋ,kòu
04495,怐,ㄎㄡˋ,kòu
04496,寇,ㄎㄡˋ,kòu
04497,蔻,ㄎㄡˋ,kòu
04498,簆,ㄎㄡˋ,kòu
04499,鷇,ㄎㄡˋ,kòu
04500,刊,ㄎㄢ,kān
04501,看,(二)ㄎㄢ,(二)kān
04502,勘,(一)ㄎㄢ,(一)kān
04503,堪,ㄎㄢ,kān
04504,嵁,ㄎㄢ,kān
04505,戡,ㄎㄢ,kān
04506,龕,ㄎㄢ,kān
04507,凵,ㄎㄢˇ,kǎn
04508,坎,ㄎㄢˇ,kǎn
04509,砍,ㄎㄢˇ,kǎn
04510,崁,ㄎㄢˇ,kǎn
04510A,嵌,(三)ㄎㄢˇ,(三)kǎn
04511,侃,ㄎㄢˇ,kǎn
04512,埳,ㄎㄢˇ,kǎn
04513,欿,ㄎㄢˇ,kǎn
04514,檻,(二)ㄎㄢˇ,(二)kǎn
04515,顑,ㄎㄢˇ,kǎn
04516,轗,ㄎㄢˇ,kǎn
04517,竷,ㄎㄢˇ,kǎn
04518,闞,(二)（又音）ㄎㄢˇ,(二)（又音）kǎn
04519,看,(一)ㄎㄢˋ,(一)kàn
04520,衎,ㄎㄢˋ,kàn
04521,勘,(二)ㄎㄢˋ,(二)kàn
04522,碪,(一)ㄎㄢˋ,(一)kàn
04523,瞰,ㄎㄢˋ,kàn
04524,闞,(一)ㄎㄢˋ,(一)kàn
04525,肯,(一)ㄎㄣˇ,(一)kěn
04526,啃,(一)ㄎㄣˇ,(一)kěn
04527,墾,ㄎㄣˇ,kěn
04528,懇,ㄎㄣˇ,kěn
04529,齦,(二)ㄎㄣˇ,(二)kěn
04530,掯,ㄎㄣˋ,kèn
04531,啃,(二)ㄎㄣˋ,(二)kèn
04532,裉,ㄎㄣˋ,kèn
04533,康,ㄎㄤ,kāng
04534,慷,(一)ㄎㄤ,(一)kāng
04535,糠,ㄎㄤ,kāng
04536,鏮,ㄎㄤ,kāng
04537,鱇,ㄎㄤ,kāng
04538,鈧,ㄎㄤ,kāng
04539,扛,(二)ㄎㄤˊ,(二)káng
04540,慷,(二)（又音）ㄎㄤˇ,(二)（又音）kǎng
04541,骯,(一)ㄎㄤˇ,(一)kǎng
04542,亢,(一)ㄎㄤˋ,(一)kàng
04543,匟,ㄎㄤˋ,kàng
04544,伉,ㄎㄤˋ,kàng
04545,抗,ㄎㄤˋ,kàng
04546,犺,ㄎㄤˋ,kàng
04547,炕,ㄎㄤˋ,kàng
04548,閌,ㄎㄤˋ,kàng
04549,坑,ㄎㄥ,kēng
04550,吭,(二)ㄎㄥ,(二)kēng
04551,阬,ㄎㄥ,kēng
04552,牼,ㄎㄥ,kēng
04553,硜,ㄎㄥ,kēng
04553A,羥,(二)ㄎㄥ,(二)kēng
04554,誙,ㄎㄥ,kēng
04555,傾,(二)ㄎㄥ,(二)kēng
04556,鏗,ㄎㄥ,kēng
04557,肯,(二)（又音）ㄎㄥˇ,(二)（又音）kěng
04558,刳,ㄎㄨ,kū
04559,枯,ㄎㄨ,kū
04560,骷,ㄎㄨ,kū
04561,哭,ㄎㄨ,kū
04562,堀,ㄎㄨ,kū
04563,窟,ㄎㄨ,kū
04564,苦,ㄎㄨˇ,kǔ
04565,楛,(二)ㄎㄨˇ,(二)kǔ
04566,矻,ㄎㄨˋ,kù
04567,庫,(一)ㄎㄨˋ,(一)kù
04568,褲,ㄎㄨˋ,kù
04569,酷,ㄎㄨˋ,kù
04570,嚳,ㄎㄨˋ,kù
04571,夸,ㄎㄨㄚ,kuā
04572,姱,ㄎㄨㄚ,kuā
04573,誇,ㄎㄨㄚ,kuā
04574,侉,ㄎㄨㄚˇ,kuǎ
04575,垮,ㄎㄨㄚˇ,kuǎ
04576,咵,ㄎㄨㄚˇ,kuǎ
04577,胯,ㄎㄨㄚˋ,kuà
